排名,公司名称(中文),营业收入(百万美元),利润(百万美元),国家,关键数据
344,蒂森克虏伯（THYSSENKRUPP),"40,647.9",-137.4,德国,+
345,瑞银集团（UBS GROUP),"40,638","7,457",瑞士,+
346,泰康保险集团股份有限公司（TAIKANG INSURANCE GROUP),"40,607.7","3,826.3",中国,+
347,美国教师退休基金会（TIAA),"40,526.4","4,060.7",美国,+
348,甲骨文公司（ORACLE),"40,479","13,746",美国,+
349,广达电脑公司（QUANTA COMPUTER),"40,439.7","1,204.9",中国,+
350,德意志银行（DEUTSCHE BANK),"40,187.5","2,897.9",德国,+
351,三菱电机股份有限公司（MITSUBISHI ELECTRIC),"39,851.7","1,811.4",日本,+
352,西班牙对外银行（BANCO BILBAO VIZCAYA ARGENTARIA),"39,806.8","5,501.4",西班牙,+
353,安徽海螺集团有限责任公司（ANHUI CONCH GROUP),"39,699.5","1,922.2",中国,+
354,大和房建（DAIWA HOUSE INDUSTRY),"39,520.4","2,005.4",日本,+
355,赛默飞世尔科技公司（THERMO FISHER SCIENTIFIC),"39,211","7,725",美国,+
356,新希望控股集团有限公司（NEW HOPE HOLDING GROUP),"39,168.9",335.8,中国,+
357,KOC集团（KOÇ HOLDING),"39,014.3","1,709.7",土耳其,+
358,日本钢铁工程控股公司（JFE HOLDINGS),"38,858.1","2,564.3",日本,+
359,可口可乐公司（COCA-COLA),"38,655","9,771",美国,+
360,广州市建筑集团有限公司（GUANGZHOU MUNICIPAL CONSTRUCTION GROUP),"38,624",144.9,中国,+
361,通用动力（GENERAL DYNAMICS),"38,469","3,257",美国,+
362,CHS公司（CHS),"38,448",554,美国,+
363,北京建龙重工集团有限公司（BEIJING JIANLONG HEAVY INDUSTRY GROUP),"38,356.6",556.6,中国,+
364,中国核工业集团有限公司（CHINA NATIONAL NUCLEAR),"38,327.5","1,186.2",中国,+
365,西班牙ACS集团（ACS),"38,316.6","3,600.7",西班牙,+
366,多伦多道明银行（TORONTO-DOMINION BANK),"38,274.8","11,367.3",加拿大,+
367,欧莱雅（L'ORÉAL),"38,174.7","5,435.3",法国,+
368,巴登-符滕堡州能源公司（ENERGIE BADEN-WÜRTTEMBERG),"38,009.5",429.4,德国,+
369,LG化学公司（LG CHEM),"37,829.9","3,206.9",韩国,+
370,印度塔塔汽车公司（TATA MOTORS),"37,797.2","-1,536.2",印度,+
371,ELO集团（ELO GROUP),"37,677.4",406.7,法国,+
372,深圳市投资控股有限公司（SHENZHEN INVESTMENT HOLDINGS),"37,599.3","1,649.2",中国,+
373,SK海力士公司（SK HYNIX),"37,574","8,391.1",韩国,+
374,巴克莱（BARCLAYS),"37,561.8","9,872.8",英国,+
375,Enbridge公司（ENBRIDGE),"37,548.6","4,937",加拿大,+
376,国泰金融控股股份有限公司（CATHAY FINANCIAL HOLDING),"37,533.6","4,995.3",中国,+
377,日本明治安田生命保险公司（MEIJI YASUDA LIFE INSURANCE),"37,515.7","1,618.4",日本,+
378,意大利邮政集团（POSTE ITALIANE),"37,491.8","1,865.7",意大利,+
379,联合服务汽车协会（UNITED SERVICES AUTOMOBILE ASSN.),"37,469.6","3,300",美国,+
380,Finatis公司（FINATIS),"37,457.5",-196.3,法国,+
381,阿斯利康（ASTRAZENECA),"37,417",112,英国,+
382,KB金融集团（KB FINANCIAL GROUP),"37,197.4","3,853.3",韩国,+
383,损保控股有限公司（SOMPO HOLDINGS),"37,098.7","2,001.5",日本,+
384,Cenovus Energy公司（CENOVUS ENERGY),"36,979.1",468.3,加拿大,+
385,中国中车集团有限公司（CRRC GROUP),"36,963.9",888.9,中国,+
386,敬业集团有限公司（JINGYE GROUP),"36,882.1",891,中国,+
387,西北互助人寿保险公司（NORTHWESTERN MUTUAL),"36,751.2",977.8,美国,+
388,日本三井住友金融集团（SUMITOMO MITSUI FINANCIAL GROUP),"36,596.9","6,290.4",日本,+
389,纽柯（NUCOR),"36,483.9","6,827.5",美国,+
390,现代摩比斯公司（HYUNDAI MOBIS),"36,441.8","2,055.6",韩国,+
391,Exelon公司（EXELON),"36,347","1,706",美国,+
392,麦格纳国际（MAGNA INTERNATIONAL),"36,242","1,514",加拿大,+
393,长江和记实业有限公司（CK HUTCHISON HOLDINGS),"36,133.9","4,308.1",中国,+
394,菲尼克斯医药公司（PHOENIX PHARMA),"36,106.6",208,德国,+
395,万通互惠理财公司（MASSACHUSETTS MUTUAL LIFE INSURANCE),"35,899.5",319.3,美国,+
396,德迅集团（KUEHNE + NAGEL INTERNATIONAL),"35,891.3","2,223.4",瑞士,+
397,怡和集团（JARDINE MATHESON),"35,862","1,881",中国,+
398,Raízen公司（RAÍZEN),"35,857.5",590.3,巴西,+
399,美国诺斯洛普格拉曼公司（NORTHROP GRUMMAN),"35,667","7,005",美国,+
400,铜陵有色金属集团控股有限公司（TONGLING NONFERROUS METALS GROUP),"35,511.2",49.9,中国,+
401,三菱化学控股（MITSUBISHI CHEMICAL HOLDINGS),"35,402.5","1,577.1",日本,+
402,3M公司（3M),"35,355","5,921",美国,+
403,英美烟草集团（BRITISH AMERICAN TOBACCO),"35,321.6","9,353",英国,+
404,日本瑞穗金融集团（MIZUHO FINANCIAL GROUP),"35,279.1","4,722.3",日本,+
405,海尔智家股份有限公司（HAIER SMART HOME),"35,278.2","2,025.8",中国,+
406,新加坡奥兰集团（OLAM GROUP),"34,987.1",511,新加坡,+
407,紫金矿业集团股份有限公司（ZIJIN MINING GROUP),"34,897.8","2,429.8",中国,+
408,贺利氏控股集团（HERAEUS HOLDING),"34,886.4",426.7,德国,+
409,爱信（AISIN),"34,872.7","1,263.5",日本,+
410,Travelers公司（TRAVELERS),"34,816","3,662",美国,+
411,中国大唐集团有限公司（CHINA DATANG),"34,699.8","-2,903.9",中国,+
412,龙湖集团控股有限公司（LONGFOR GROUP HOLDINGS),"34,630.1","3,698.1",中国,+
413,蜀道投资集团有限责任公司（SHUDAO INVESTMENT GROUP),"34,549.4",428.3,中国,+
414,中国航空油料集团有限公司（CHINA NATIONAL AVIATION FUEL GROUP),"34,519.2",430.3,中国,+
415,艾睿电子（ARROW ELECTRONICS),"34,477","1,108.2",美国,+
416,新华人寿保险股份有限公司（NEW CHINA LIFE INSURANCE),"34,475.8","2,317.2",中国,+
417,霍尼韦尔国际公司（HONEYWELL INTERNATIONAL),"34,392","5,542",美国,+
418,日本三菱重工业股份有限公司（MITSUBISHI HEAVY INDUSTRIES),"34,363.9","1,010.7",日本,+
419,Dollar General公司（DOLLAR GENERAL),"34,220.4","2,399.2",美国,+
420,施耐德电气（SCHNEIDER ELECTRIC),"34,175.3","3,788.2",法国,+
421,湖南钢铁集团有限公司（HUNAN IRON & STEEL GROUP),"34,061.2","1,268.5",中国,+
422,潞安化工集团有限公司（LU’AN CHEMICAL GROUP),"34,043.3",-272.4,中国,+
423,西门子能源（SIEMENS ENERGY),"34,036",-541.3,德国,+
424,波兰国营石油公司（PKN ORLEN GROUP),"34,026.3","2,881.4",波兰,+
425,荷兰国际集团（ING GROUP),"33,851.4","7,036.1",荷兰,+
426,菲尼克斯集团控股公司（PHOENIX GROUP HOLDINGS),"33,749.7","-1,151.1",英国,+
427,法国威立雅环境集团（VEOLIA ENVIRONNEMENT),"33,706.1",478,法国,+
428,Coop集团（COOP GROUP),"33,649.2",611.7,瑞士,+
429,高通（QUALCOMM),"33,566","9,043",美国,+
430,上海医药集团股份有限公司（SHANGHAI PHARMACEUTICALS HOLDING),"33,459.4",789.6,中国,+
431,山西焦煤集团有限责任公司（SHANXI COKING COAL GROUP),"33,380",-426.7,中国,+
432,CarMax公司（CARMAX),"33,197.2","1,151.3",美国,+
433,SAP公司（SAP),"32,918.5","6,214.3",德国,+
434,新疆中泰（集团）有限责任公司（XINJIANG ZHONGTAI GROUP),"32,890.2",48.2,中国,+
435,塔塔钢铁（TATA STEEL),"32,861.1","5,391.4",印度,+
436,比亚迪股份有限公司（BYD),"32,758",472.1,中国,+
437,Rajesh Exports公司（RAJESH EXPORTS),"32,649.5",135.4,印度,+
438,Inditex公司（INDITEX),"32,572.2","3,811.2",西班牙,+
439,巴西布拉德斯科银行（BANCO BRADESCO),"32,556.4","4,297.3",巴西,+
440,富邦金融控股股份有限公司（FUBON FINANCIAL HOLDING),"32,223.4","5,175.9",中国,+
441,顺丰控股股份有限公司（S.F. HOLDING),"32,120.3",661.8,中国,+
442,住友生命保险公司（SUMITOMO LIFE INSURANCE),"32,041.8",406,日本,+
443,第一资本金融公司（CAPITAL ONE FINANCIAL),"32,033","12,390",美国,+
444,佳能（CANON),"32,005.2","1,956",日本,+
445,广西投资集团有限公司（GUANGXI INVESTMENT GROUP),"31,962.1",78.9,中国,+
446,富士通（FUJITSU),"31,929.7","1,626.3",日本,+
447,云南省投资控股集团有限公司（YUNNAN PROVINCIAL INVESTMENT HOLDING GROUP),"31,883.7",275.3,中国,+
448,武田药品公司（TAKEDA PHARMACEUTICAL),"31,771","2,048",日本,+
449,铃木汽车（SUZUKI MOTOR),"31,765.4","1,427.4",日本,+
450,Migros集团（MIGROS GROUP),"31,657.8",732,瑞士,+
451,TD Synnex公司（TD SYNNEX),"31,614.2",395.1,美国,+
452,潍柴动力股份有限公司（WEICHAI POWER),"31,556.2","1,434.7",中国,+
453,新疆广汇实业投资（集团）有限责任公司（XINJIANG GUANGHUI INDUSTRY INVESTMENT),"31,505.9",65.5,中国,+
454,菲利普－莫里斯国际公司（PHILIP MORRIS INTERNATIONAL),"31,405","9,109",美国,+
455,全球燃料服务公司（WORLD FUEL SERVICES),"31,337",73.7,美国,+
456,加拿大丰业银行（BANK OF NOVA SCOTIA),"31,226.2","7,651.3",加拿大,+
457,森科能源公司（SUNCOR ENERGY),"31,190.9","3,285.7",加拿大,+
458,山东高速集团有限公司（SHANDONG HI-SPEED GROUP),"31,135.8",685.7,中国,+
459,海亮集团有限公司（HAILIANG GROUP),"31,048.6",127.9,中国,+
460,CRH公司（CRH),"30,981","2,565",爱尔兰,+
461,Investor公司（INVESTOR),"30,948.3","26,585",瑞典,+
462,纬创集团（WISTRON),"30,866.6",374.8,中国,+
463,林德集团（LINDE),"30,798","3,826",英国,+
464,三星人寿保险（SAMSUNG LIFE INSURANCE),"30,654.1","1,284.1",韩国,+
465,巴西银行（BANCO DO BRASIL),"30,601.7","3,401.9",巴西,+
466,成都兴城投资集团有限公司（CHENGDU XINGCHENG INVESTMENT GROUP),"30,552.6",341.8,中国,+
467,广州医药集团有限公司（GUANGZHOU PHARMACEUTICAL HOLDINGS),"30,466.4",320,中国,+
468,Performance Food Group公司（PERFORMANCE FOOD GROUP),"30,398.9",40.7,美国,+
469,上海德龙钢铁集团有限公司（SHANGHAI DELONG STEEL GROUP),"30,343",787.8,中国,+
470,GS加德士（GS CALTEX),"30,181.7",919.1,韩国,+
471,Mercadona公司（MERCADONA),"30,169.5",804.3,西班牙,+
472,CJ集团（CJ CORP.),"30,134.1",240.3,韩国,+
473,美敦力公司（MEDTRONIC),"30,117","3,606",爱尔兰,+
474,三星C&T公司（SAMSUNG C&T),"30,108.9","1,428.8",韩国,+
475,台湾中油股份有限公司（CPC),"30,021.2","-1,406.6",中国,+
476,住友电工（SUMITOMO ELECTRIC INDUSTRIES),"29,980.4",857.3,日本,+
477,X5零售集团（X5 RETAIL GROUP),"29,921.7",580,荷兰,+
478,达美航空（DELTA AIR LINES),"29,899",280,美国,+
479,美国航空集团（AMERICAN AIRLINES GROUP),"29,882","-1,993",美国,+
480,东芝（TOSHIBA),"29,705.4","1,732.8",日本,+
481,Netflix公司（NETFLIX),"29,697.8","5,116.2",美国,+
482,麦德龙（METRO),"29,594.2",-66.9,德国,+
483,派拉蒙环球公司（PARAMOUNT GLOBAL),"29,579","4,543",美国,+
484,普利司通（BRIDGESTONE),"29,570.2","3,589.5",日本,+
485,US Foods Holding公司（US FOODS HOLDING),"29,487",164,美国,+
486,丹纳赫公司（DANAHER),"29,453","6,433",美国,+
487,珠海格力电器股份有限公司（GREE ELECTRIC APPLIANCES),"29,402.2","3,575.6",中国,+
488,豪瑞（HOLCIM),"29,362.1","2,514.5",瑞士,+
489,Medipal控股公司（MEDIPAL HOLDINGS),"29,295.5",261.9,日本,+
490,捷普公司（JABIL),"29,285",696,美国,+
491,任仕达公司（RANDSTAD),"29,126.8",908,荷兰,+
492,星巴克公司（STARBUCKS),"29,060.6","4,199.3",美国,+
493,Coles集团（COLES GROUP),"29,055.5",750,澳大利亚,+
494,瑞士信贷（CREDIT SUISSE GROUP),"29,043.7","-1,805.5",瑞士,+
495,莱茵集团（RWE),"28,997.9",852.5,德国,+
496,DSV公司（DSV),"28,987.6","1,781.7",丹麦,+
497,瑞士ABB集团（ABB),"28,945","4,546",瑞士,+
498,亿滋国际（MONDELEZ INTERNATIONAL),"28,720","4,300",美国,+
499,达能（DANONE),"28,708.2","2,274.8",法国,+
500,优美科公司（UMICORE),"28,649.5",731.8,比利时,+
